C1, 10.16, 7.11, 270.00, 0.1µF, 0603
C2, 8.38, 7.11, 270.00, 10uF, _0805MP
CONN3, 22.30, 10.16, 90.00, STEMMA_I2C_QT, JST_SH4
CONN4, 1.96, 6.48, 270.00, STEMMA_I2C_QT, JST_SH4
D1, 1.02, 11.18, 90.00, GREEN, CHIPLED_0603_NOOUTLINE
R1, 18.87, 16.29, 0.00, 10K, 0603
R5, 12.70, 11.18, 0.00, 0.1/1% (PT2512FK-070R1L), 2512
R6, 16.51, 6.99, 270.00, 10K, RESPACK_4X0603
R7, 4.32, 11.05, 180.00, 10K, _0603MP
U1, 12.70, 6.99, 180.00, INA219BIDCNT, SOT23-8
