,,,,,
,,,,,
Designator,Mid X,Mid Y,Layer,Rotation,Comments
J1,15,30.335,Top,0,Cambion 450-3326-01-03-00
J2,18.32,27.54,Top,0,Cambion 450-3326-01-03-00
J3,18.38,22.46,Top,0,Cambion 450-3326-01-03-00
J4,10.76,25,Top,0,Cambion 450-3326-01-03-00
J5,15,19.665,Top,0,Cambion 450-3326-01-03-00
J6,14,7,Top,0,HARWIN_M20-9980346
